s,p,o
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864120486116SC132728443,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2010-10-04T16:29:43.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,COST AFFIDAVIT
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW3
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122823640&passdocnumber=null&allbin=1036156&scancode=SC150505032
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:44.311Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122823640&passdocnumber=null&allbin=1036156&scancode=SC150505032
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122823640SC150505032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2016-07-07T12:44:21.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY/CERTIFICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121043496&passdocnumber=null&allbin=1082908&scancode=SC100219045
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:31:35.850Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121043496&passdocnumber=null&allbin=1082908&scancode=SC100219045
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121043496SC100219045,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2012-05-21T16:49:25.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,COST AFFIDAVIT
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW3
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121099854&passdocnumber=null&allbin=1036156&scancode=SC141537478
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:27.587Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121099854&passdocnumber=null&allbin=1036156&scancode=SC141537478
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121099854SC141537478,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2013-03-21T10:16:55.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,PLAN / WORK APPROVAL APPLICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1088864
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T09:38:29.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1088864
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T09:38:29.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122051411&passdocnumber=null&allbin=1088864&scancode=ESHS8955727
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:31:52.693Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122051411&passdocnumber=null&allbin=1088864&scancode=ESHS8955727
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2016-07-25T10:35:23.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1088864122051411ESHS8955727,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasAmendment,Yes
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,AS-BUILT ENERGY ANALYSIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1016278
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,EN2
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T11:57:37.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1016278
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T11:57:37.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122676201&passdocnumber=null&allbin=1016278&scancode=ESHS6070437
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:00.181Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122676201&passdocnumber=null&allbin=1016278&scancode=ESHS6070437
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1016278122676201ESHS6070437,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2019-11-13T08:57:36.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY/CERTIFICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-22T16:56:18.308Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-22T16:56:18.308Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=123660396&passdocnumber=null&allbin=1089806&scancode=SC181108008
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:09.581Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=123660396&passdocnumber=null&allbin=1089806&scancode=SC181108008
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806123660396SC181108008,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2019-01-30T10:19:24.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:56.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:56.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121038910&passdocnumber=null&allbin=1036156&scancode=ES187763752
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:24.662Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121038910&passdocnumber=null&allbin=1036156&scancode=ES187763752
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121038910ES187763752,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2021-11-02T12:28:00.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,COST AFFIDAVIT
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW3
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=123500577&passdocnumber=null&allbin=1082908&scancode=SC171220016
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908123500577SC171220016,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
